aa,kepCode,kepTitle,area,county,region,address,tk,phoneNumber,fax,email,comments,lat,lon
939,963,"ΚΕΠ ΔΗΜΟΥ ΚΥΡΡΟΥ Ν. ΠΕΛΛΑΣ","ΔΗΜΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΡΑΒΗΣΣΟΥ","ΝΟΜΟΣ ΠΕΛΛΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΔΗΜΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΡΑΒΗΣΣΟΥ",58100,2382099616,2382099615,"d.kyrrou@kep.gov.gr","",22.36857601800045,40.81988675800045
940,964,"ΚΕΠ ΔΗΜΟΥ ΑΙΓΙΝΙΟΥ Ν. ΠΙΕΡΙΑΣ","ΑΙΓΙΝΙΟ Ν. ΠΙΕΡΙΑΣ","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΝΙΚΟΛΑΟΥ ΠΛΑΣΤΗΡΑ 21",60300,2353021052,2353021052,"d.aiginiou@kep.gov.gr","",22.57872130800047,40.50427399000046
941,965,"ΚΕΠ ΔΗΜΟΥ ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ Ν. ΠΙΕΡΙΑΣ","ΠΙΕΡΙΑΣ","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΕΤΡΟΥ ΛΕΒΕΝΤΗ 17",60063,2352031553,2352032469,"d.anatololympou@kep.gov.gr","",22.53785903300047,40.04511974500048
942,966,"ΚΕΠ ΔΗΜΟΥ ΕΛΑΦΙΝΑΣ Ν. ΠΙΕΡΙΑΣ","ΕΛΑΦΙΝΑΣ Ν. ΠΙΕΡΙΑΣ","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΑΛΑΙΟ ΚΕΡΑΜΙΔΙ ΕΛΑΦΙΝΑΣ Ν. ΠΙΕΡΙΑΣ",60100,"2351092720 2351092721 2351092723",2351092724,"d.elafinas@kep.gov.gr","",22.37896545100045,40.26251140800048
943,967,"ΚΕΠ ΔΗΜΟΥ ΚΟΡΙΝΟΥ Ν. ΠΙΕΡΙΑΣ","ΚΟΡΙΝΟΣ","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΒΑΣΙΛΕΩΣ ΚΩΝΣΤΑΝΤΙΝΟΥ 35",60062,"2351042602 2351042603 2351042604 2351042605",2351042606,"d.korinou@kep.gov.gr","",22.59244159500048,40.32130683600047
944,968,"ΚΕΠ ΔΗΜΟΥ ΛΙΤΟΧΩΡΟΥ Ν. ΠΙΕΡΙΑΣ","ΛΙΤΟΧΩΡΟ Ν. ΠΙΕΡΙΑΣ","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΛΙΤΟΧΩΡΟ Ν. ΠΙΕΡΙΑΣ -",60200,"2352084003 - 2352350135",2352084008,"d.litohorou@kep.gov.gr","",22.45324482100045,40.10062603800049
945,969,"ΚΕΠ ΔΗΜΟΥ ΠΥΔΝΑΣ Ν. ΠΙΕΡΙΑΣ","ΚΙΤΡΟΣ ΠΥΔΝΑΣ","ΝΟΜΟΣ ΠΙΕΡΙΑΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΚΙΤΡΟΣ ΠΥΔΝΑΣ",60064,2351072240,2351072241,"d.pydnas@kep.gov.gr","",22.59239381100048,40.37996386500049
946,970,"ΚΕΠ ΔΗΜΟΥ ΑΜΦΙΠΟΛΗΣ Ν. ΣΕΡΡΩΝ","ΠΑΛΑΙΟΚΩΜΗ ΣΕΡΡΩΝ","ΝΟΜΟΣ ΣΕΡΡΩΝ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΑΛΑΙΟΚΩΜΗ ΣΕΡΡΩΝ -",62041,2324094800,2324094801,"d.amfipolis@kep.gov.gr","",23.95196449200046,40.90325166800045
947,971,"ΚΕΠ ΔΗΜΟΥ ΑΧΙΝΟΥ Ν. ΣΕΡΡΩΝ","ΑΧΙΝΟΥ Ν. ΣΕΡΡΩΝ","ΝΟΜΟΣ ΣΕΡΡΩΝ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΛΕΥΚΟΤΟΠΟΣ Ν. ΣΕΡΡΩΝ",62200,2322051391,2322020451,"d.ahinou@kep.gov.gr","",23.51407511900044,40.90129700300048
948,972,"ΚΕΠ ΔΗΜΟΥ ΗΡΑΚΛΕΙΑΣ Ν. ΣΕΡΡΩΝ","ΗΡΑΚΛΕΙΑ Ν. ΣΕΡΡΩΝ","ΝΟΜΟΣ ΣΕΡΡΩΝ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","25ΗΣ ΣΕΠΤΕΜΒΡΙΟΥ 25",62400,2325028262,2325028261,"d.irakleias-serron@kep.gov.gr","",23.29950466100047,41.16482865900048
949,973,"ΚΕΠ ΔΗΜΟΥ Κ. ΜΗΤΡΟΥΣΙΟΥ Ν. ΣΕΡΡΩΝ","ΚOIN. ΜΗΤΡΟΥΤΣΙΟΥ","ΝΟΜΟΣ ΣΕΡΡΩΝ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΡΟΒΑΤΑΣ Ν. ΣΕΡΡΩΝ",62100,2321088533,2321088588,"d.kmitrousiou@kep.gov.gr","",23.44016501900046,41.0642618330005
950,974,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΑΓΚΙΣΤΡΟΥ Ν. ΣΕΡΡΩΝ","ΑΓΚΙΣΤΡΟ","ΝΟΜΟΣ ΣΕΡΡΩΝ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΑΓΚΙΣΤΡΟ -",62043,2323028540,2323028542,"k.agkistrou@kep.gov.gr","",23.23753051900047,41.29845284300046
951,975,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΑΧΛΑΔΟΧΩΡΙΟΥ Ν. ΣΕΡΡΩΝ","ΑΧΛΑΔΟΧΩΡΙ","ΝΟΜΟΣ ΣΕΡΡΩΝ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΑΧΛΑΔΟΧΩΡΙ",62300,2323061017,2323061018,"k.ahladohoriou@kep.gov.gr","",2.820351830000448,50.4358508520005
952,976,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΟΡΕΙΝΗΣ Ν. ΣΕΡΡΩΝ","ΚΟΙΝΟΤΗΤΑ ΟΡΕΙΝΗΣ Ν. ΣΕΡΡΩΝ","ΝΟΜΟΣ ΣΕΡΡΩΝ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΚΟΙΝΟΤΗΤΑ ΟΡΕΙΝΗΣ Ν. ΣΕΡΡΩΝ",62100,2321065555,2321056541,"k.oreinis@kep.gov.gr","",23.44016501900046,41.0642618330005
953,977,"ΚΕΠ ΔΗΜΟΥ ΚΟΡΜΙΣΤΑΣ Ν. ΣΕΡΡΩΝ","ΝΕΑ ΜΠΑΦΡΑ ΣΕΡΡΩΝ","ΝΟΜΟΣ ΣΕΡΡΩΝ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΝΕΑ ΜΠΑΦΡΑ ΣΕΡΡΩΝ",62047,2324020808,2324020809,"d.kormistas@kep.gov.gr","",24.02992318700046,40.97769691800045
954,978,"ΚΕΠ ΔΗΜΟΥ ΝΙΓΡΙΤΗΣ Ν. ΣΕΡΡΩΝ","ΝΙΓΡΙΤΑ","ΝΟΜΟΣ ΣΕΡΡΩΝ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΣΕΡΡΩΝ 5 - ΝΙΓΡΙΤΑ 5",62200,2322020231,2322020232,"d.nigritis@kep.gov.gr","",23.51407511900044,40.90129700300048
955,979,"ΚΕΠ ΔΗΜΟΥ ΠΡΩΤΗΣ Ν. ΣΕΡΡΩΝ","ΠΡΩΤΗ Ν. ΣΕΡΡΩΝ","ΝΟΜΟΣ ΣΕΡΡΩΝ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΠΡΩΤΗ Ν. ΣΕΡΡΩΝ",62047,2324020936,2324020938,"d.protis@kep.gov.gr","",24.02992318700046,40.97769691800045
956,980,"ΚΕΠ ΔΗΜΟΥ ΑΝΘΕΜΟΥΝΤΑ Ν. ΧΑΛΚΙΔΙΚΗΣ","Δ.Δ. ΓΑΛΑΤΙΣΤΑΣ","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Δ.Δ. ΓΑΛΑΤΙΣΤΑΣ",63073,2371032001,2371031106,"d.anthemounta@kep.gov.gr","",8.811630000000434,50.08620007100046
957,981,"ΚΕΠ ΔΗΜΟΥ ΚΑΣΣΑΝΔΡΑΣ Ν. ΧΑΛΚΙΔΙΚΗΣ","ΚΑΣΣΑΝΔΡΕΙΑ Ν. ΧΑΛΚΙΔΙΚΗΣ","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΚΑΣΣΑΝΔΡΕΙΑ Ν. ΧΑΛΚΙΔΙΚΗΣ",63077,"2374020510 2374020511",2374022075,"d.kassandras@kep.gov.gr","",23.40109598500044,40.05580244100048
958,982,"ΚΕΠ ΔΗΜΟΥ ΜΟΥΔΑΝΙΩΝ Ν. ΧΑΛΚΙΔΙΚΗΣ","ΜΟΥΔΑΝΙΑ Ν. ΧΑΛΚΙΔΙΚΗΣ","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","Γ. ΠΑΠΑΝΔΡΕΟΥ 12",63200,2373350100,2373065797,"d.moudanion@kep.gov.gr","",3.12470091600045,45.9095340500005
959,983,"ΚΕΠ ΔΗΜΟΥ ΠΑΝΑΓΙΑΣ Ν. ΧΑΛΚΙΔΙΚΗΣ","ΜΕΓΑΛΗ ΠΑΝΑΓΙΑ Ν. ΧΑΛΚΙΔΙΚΗΣ","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΜΕΓΑΛΗ ΠΑΝΑΓΙΑ Ν. ΧΑΛΚΙΔΙΚΗΣ",63076,2372032106,2372032025,"d.panagias@kep.gov.gr","",23.69437444700043,40.43542212700049
960,984,"ΚΕΠ ΔΗΜΟΥ ΣΙΘΩΝΙΑΣ Ν. ΧΑΛΚΙΔΙΚΗΣ","ΝΙΚΗΤΗ ΧΑΛΚΙΔΙΚΗΣ","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΝΙΚΗΤΗ -",63088,"2375020244 2375020245",2375020247,"d.sithonias@kep.gov.gr","",23.70738850400045,40.20109791700048
961,985,"ΚΕΠ ΔΗΜΟΥ ΣΤΑΓΙΡΩΝ-ΑΚΑΝΘΟΥ Ν. ΧΑΛΚΙΔΙΚΗΣ","ΙΕΡΙΣΣΟΣ Ν. ΧΑΛΚΙΔΙΚΗΣ","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΙΕΡΙΣΣΟΣ Ν. ΧΑΛΚΙΔΙΚΗΣ",63075,"2377021117 2377021118",2377041044,"d.stageirou@kep.gov.gr","",23.78833168400047,40.39424232700048
962,986,"ΚΕΠ ΔΗΜΟΥ ΤΟΡΩΝΗΣ Ν. ΧΑΛΚΙΔΙΚΗΣ","ΣΥΚΙΑ","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΣΥΚΙΑ",63072,2375041100,"","d.toronis@kep.gov.gr","",23.94247776000043,40.03852043500046
963,987,"ΚΕΠ ΔΗΜΟΥ ΤΡΙΓΛΙΑΣ Ν. ΧΑΛΚΙΔΙΚΗΣ","ΤΡΙΓΛΙΑ ΧΑΛΚΙΔΙΚΗΣ","ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ","ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ","ΤΡΙΓΛΙΑ ΧΑΛΚΙΔΙΚΗΣ -",63079,2373052375,2373052362,"d.triglias@kep.gov.gr","",23.20319935000043,40.32588959000049
964,988,"ΚΕΠ ΔΗΜΟΥ ΤΥΛΙΣΣΟΥ Ν. ΗΡΑΚΛΕΙΟΥ","ΤΥΛΙΣΣΟΣ","ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ","ΚΡΗΤΗΣ","ΤΥΛΙΣΣΟΣ -",71500,2810831220,"-","d.tylisou@kep.gov.gr","",25.05177680000048,35.31222531500049
965,989,"ΚΕΠ ΔΗΜΟΥ ΜΑΚΡΥ ΓΙΑΛΟΥ Ν. ΛΑΣΙΘΙΟΥ","ΜΑΚΡΥΓΙΑΛΟΣ Ν.ΛΑΣΙΘΙΟΥ","ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ","ΚΡΗΤΗΣ","ΚΟΥΤΣΟΥΡΑΣ, ΣΤΑΥΡΟΧΩΡΙ",72055,2843051996,2843051349,"d.makrigialou@kep.gov.gr","",25.94112182600048,35.07781944600049
966,990,"ΚΕΠ ΔΗΜΟΥ ΑΝΩΓΕΙΩΝ Ν. ΡΕΘΥΜΝΗΣ","ΑΝΩΓΕΙΑ ΡΕΘΥΜΝΟΥ","ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ","ΚΡΗΤΗΣ","ΑΝΩΓΕΙΑ ΡΕΘΥΜΝΟΥ -",74051,2834020320,2834020300,"d.anogeiou@kep.gov.gr","",24.86479212200044,35.26780787600046
967,991,"ΚΕΠ ΔΗΜΟΥ ΒΑΜΟΥ Ν. ΧΑΝΙΩΝ","ΒΑΜΟΣ","ΝΟΜΟΣ ΧΑΝΙΩΝ","ΚΡΗΤΗΣ","ΒΑΜΟΣ",73008,"2825083235 2825083236 2825083237",2825022266,"d.vamou@kep.gov.gr","",24.19785078800044,35.40877863400044
968,992,"ΚΕΠ ΔΗΜΟΥ ΒΟΥΚΟΛΙΩΝ Ν. ΧΑΝΙΩΝ","ΒΟΥΚΟΛΙΕΣ Ν. ΧΑΝΙΩΝ","ΝΟΜΟΣ ΧΑΝΙΩΝ","ΚΡΗΤΗΣ","ΒΟΥΚΟΛΙΕΣ Ν. ΧΑΝΙΩΝ",73002,2824083125,2824083124,"d.voukolion@kep.gov.gr","",23.78468491600046,35.42528305700046
969,993,"ΚΕΠ ΔΗΜΟΥ ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ Ν. ΧΑΝΙΩΝ","ΝΕΡΟΚΟΥΡΟΥ","ΝΟΜΟΣ ΧΑΝΙΩΝ","ΚΡΗΤΗΣ","ΧΡΥΣΟΠΗΓΗΣ 76",73100,"2821076865 2821095528",2821076865,"d.elefvenizelou@kep.gov.gr","",23.98777812700047,35.48793669100047
970,994,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΑΣΗ ΓΩΝΙΑΣ Ν. ΧΑΝΙΩΝ","ΕΠΙΣΚΟΠΗ ΡΕΘΥΜΝΗΣ","ΝΟΜΟΣ ΧΑΝΙΩΝ","ΚΡΗΤΗΣ","ΚΟΙΝΟΤΗΤΑ ΑΣΗ ΓΩΝΙΑΣ",74055,2831082220,2831082222,"k.asigonias@kep.gov.gr","",24.29804502600047,35.26422176600045
971,995,"ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΓΑΥΔΟΥ Ν. ΧΑΝΙΩΝ","ΠΑΛΑΙΟΧΩΡΑ ΚΡΗΤΗΣ","ΝΟΜΟΣ ΧΑΝΙΩΝ","ΚΡΗΤΗΣ","ΚΟΙΝΟΤΗΤΑ ΓΑΥΔΟΥ -",73001,"2823083024 2823041270",2823041376,"k.gavdou@kep.gov.gr","",23.64895912700047,35.27931007000046
972,997,"ΚΕΠ ΔΗΜΟΥ ΠΛΑΤΑΝΙΑ Ν. ΧΑΝΙΩΝ","ΠΛΑΤΑΝΙΑΣ - ΓΕΡΑΝΙ","ΝΟΜΟΣ ΧΑΝΙΩΝ","ΚΡΗΤΗΣ","ΠΛΑΤΑΝΙΑΣ - ΓΕΡΑΝΙ -",73014,"2821083951 2821083952 2821083953 2821083954",2821083950,"d.platania@kep.gov.gr","",23.87653237800043,35.50258169600045
973,998,"ΚΕΠ ΔΗΜΟΥ ΣΦΑΚΙΩΝ","Π","ΝΟΜΟΣ ΧΑΝΙΩΝ","ΚΡΗΤΗΣ","ΧΩΡΑ ΣΦΑΚΙΩΝ ΙΜΠΡΟΣ ΣΦΑΚΙΩΝ",73011,2825095490,"","d.sfakion@kep.gov.gr","",24.08749741400044,35.26119890600046
974,999,"ΚΕΠ ΔΗΜΟΥ ΛΥΡΚΕΙΑΣ Ν. ΑΡΓΟΛΙΔΑΣ","ΛΥΡΚΕΙΑ Ν. ΑΡΓΟΛΙΔΑΣ","ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΛΥΡΚΕΙΑ Ν. ΑΡΓΟΛΙΔΑΣ",21200,"2751071700 2751071701",2751071702,"d.lyrkeias@kep.gov.gr","",4.883499869000445,47.00936590800046
975,1000,"ΚΕΠ ΔΗΜΟΥ ΚΟΝΤΟΒΑΖΑΙΝΗΣ Ν. ΑΡΚΑΔΙΑΣ","ΚΟΝΤΟΒΑΖΑΙΝΗΣ Ν. ΑΡΚΑΔΙΑΣ","ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","",22015,2797023800,2797023798,"d.kontovazainis@kep.gov.gr","",21.84913391600043,37.78924188100046
976,1001,"ΚΕΠ ΔΗΜΟΥ ΛΑΓΚΑΔΙΩΝ Ν. ΑΡΚΑΔΙΑΣ","ΛΑΓΚΑΔΙΑ ΑΡΚΑΔΙΑΣ","ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΛΑΓΚΑΔΙΑ ΑΡΚΑΔΙΑΣ",22003,2795029401,2795029404,"d.lagadion@kep.gov.gr","",22.02517110900044,37.68486686200049
977,1003,"ΚΕΠ ΔΗΜΟΥ ΠΥΛΟΥ Ν. ΜΕΣΣΗΝΙΑΣ","ΠΥΛΟΣ","ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ","ΠΕΛΟΠΟΝΝΗΣΟΥ","ΠΛΑΤΕΙΑ ΝΕΣΤΟΡΟΣ -",24001,"2723028301 2723028302 2723028303",2723028300,"d.pylou@kep.gov.gr","",-5.577130060999593,42.59849987600046
978,1004,"ΚΕΠ ΔΗΜΟΥ ΘΗΒΑΙΩΝ Ν. ΒΟΙΩΤΙΑΣ","ΘΗΒΑ","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΠΕΛΟΠΙΔΟΥ 41",32200,"2262089632 2262089629 2262089714",2262089715,"d.thiveon@kep.gov.gr","",23.06160010900044,60.8445001180005
979,1005,"ΚΕΠ ΔΗΜΟΥ ΘΙΣΒΗΣ Ν. ΒΟΙΩΤΙΑΣ","ΔΟΜΒΡΑΙΝΑ ΒΟΙΩΤΙΑΣ","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΔΟΜΒΡΑΙΝΑ ΒΟΙΩΤΙΑΣ",32010,2264022345,2264022326,"d.thisvis@kep.gov.gr","",22.97064795600045,38.25588252900047
980,1006,"ΚΕΠ ΔΗΜΟΥ ΟΙΝΟΦΥΤΩΝ Ν. ΒΟΙΩΤΙΑΣ","ΟΙΝΟΦΥΤΑ Ν. ΒΟΙΩΤΙΑΣ","ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΚΥΠΡΟΥ -",32011,2262056422,2262056421,"d.oinofyton@kep.gov.gr","",23.63834798300047,38.30604252300049
981,1007,"ΚΕΠ ΔΗΜΟΥ ΑΜΑΡΥΝΘΙΩΝ Ν. ΕΥΒΟΙΑΣ","ΑΜΑΡΥΝΘΟΣ ΕΥΒΟΙΑΣ","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","16ΗΣ ΟΚΤΩΒΡΙΟΥ -",34006,"2229037817 2229037719",2229037847,"d.amaryntion@kep.gov.gr","",-4.558870265999587,41.97659975700049
982,1008,"ΚΕΠ ΔΗΜΟΥ ΔΙΣΤΥΩΝ Ν. ΕΥΒΟΙΑΣ","Δ.Δ. ΚΡΙΕΖΩΝ","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","Δ.Δ. ΚΡΙΕΖΩΝ -",34017,2223052125,2223052129,"d.dystion@kep.gov.gr","",-104.6783648259997,24.06154476500046
983,1009,"ΚΕΠ ΔΗΜΟΥ ΙΣΤΙΑΙΑΣ Ν. ΕΥΒΟΙΑΣ","ΙΣΤΙΑΙΑ ΕΥΒΟΙΑΣ","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΚΤΗΡΙΟ ΔΗΜΑΡΧΕΙΟΥ -",34200,2226069364,2226069365,"d.istiaias@kep.gov.gr","",23.23486913000045,38.95019187200046
984,1010,"ΚΕΠ ΔΗΜΟΥ ΚΑΡΥΣΤΟΥ Ν. ΕΥΒΟΙΑΣ","ΚΑΡΥΣΤΟΣ Ν. ΕΥΒΟΙΑΣ","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΑΙΟΛΟΥ 13",34001,2224025006,2224025008,"d.karistou@kep.gov.gr","",-4.532060070999592,42.01109975600048
985,1011,"ΚΕΠ ΔΗΜΟΥ ΝΕΑΣ ΑΡΤΑΚΗΣ Ν. ΕΥΒΟΙΑΣ","ΝΕΑ ΑΡΤΑΚΗ","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ 114",34600,2221044499,2221044399,"d.neasartakis@kep.gov.gr","",23.65439963200043,38.52485939500048
986,1012,"ΚΕΠ ΔΗΜΟΥ ΤΑΜΥΝΑΙΩΝ Ν. ΕΥΒΟΙΑΣ","ΑΛΙΒΕΡΙ","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΑΛΙΒΕΡΙ -","-","2223029820 2223023440",2223029821,"d.taminaion@kep.gov.gr","",24.03765193500044,38.40964875900045
987,1013,"ΚΕΠ ΔΗΜΟΥ ΩΡΕΩΝ Ν. ΕΥΒΟΙΑΣ","ΩΡΕΩΝ Ν. ΕΥΒΟΙΑΣ","ΝΟΜΟΣ ΕΥΒΟΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","Δ.Δ. ΝΕΟΥ ΠΥΡΓΟΥ, ΩΡΕΟΙ ΕΥΒΟΙΑΣ",34012,2226072850,2226072851,"d.oreon@kep.gov.gr","",23.10652761700044,38.9267367600005
988,1014,"ΚΕΠ ΔΗΜΟΥ ΠΡΟΥΣΟΥ Ν. ΕΥΡΥΤΑΝΙΑΣ","ΠΡΟΥΣΟΣ","ΝΟΜΟΣ ΕΥΡΥΤΑΝΙΑΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΠΡΟΥΣΟΣ -",36074,2237080748,2237080754,"d.proussou@kep.gov.gr","",21.63925168300045,38.76480831100048
989,1015,"ΚΕΠ ΔΗΜΟΥ ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ Ν. ΦΘΙΩΤΙΔΑΣ","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΚΑΡΑΪΣΚΑΚΗ 11",35006,"2235031100 2235031101",2235031102,"d.agkonstantinou@kep.gov.gr","",-15.43219983699959,28.13170017100043
990,1016,"ΚΕΠ ΔΗΜΟΥ ΑΜΦΙΚΛΕΙΑΣ Ν. ΦΘΙΩΤΙΔΑΣ","ΠΛΑΤΕΙΑ ΠΑΡΝΑΣΟΥ Ν. ΦΘΙΩΤΙΔΑΣ","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΠΛΑΤΕΙΑ ΠΑΡΝΑΣΟΥ Ν. ΦΘΙΩΤΙΔΑΣ",35002,2234029043,2234029044,"d.amfikleias@kep.gov.gr","",22.59040460800043,38.6615391200005
991,1017,"ΚΕΠ ΔΗΜΟΥ ΔΑΦΝΟΥΣΙΩΝ Ν. ΦΘΙΩΤΙΔΑΣ","ΛΙΒΑΝΑΤΕΣ Ν. ΦΘΙΩΤΙΔΑΣ","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ 2",35007,"2233089404 2233089405",2233089406,"d.dafnousion@kep.gov.gr","",23.02332277000045,38.70901321300045
992,1018,"ΚΕΠ ΔΗΜΟΥ ΕΛΑΤΕΙΑΣ Ν. ΦΘΙΩΤΙΔΑΣ","ΕΛΑΤΕΙΑ Ν. ΦΘΙΩΤΙΔΑΣ","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΕΛΑΤΕΙΑ Ν. ΦΘΙΩΤΙΔΑΣ",35004,2234029291,2234029291,"d.elateias@kep.gov.gr","",22.79348909000044,38.62674076200045
993,1019,"ΚΕΠ ΔΗΜΟΥ ΠΕΛΑΣΓΙΑΣ Ν. ΦΘΙΩΤΙΔΑΣ","ΠΕΛΑΣΓΙΑ ΦΘΙΩΤΙΔΑΣ","ΝΟΜΟΣ ΦΘΙΩΤΙΔΟΣ","ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ","ΠΕΛΑΣΓΙΑ ΦΘΙΩΤΙΔΑΣ",35013,2238052030,2238052035,"d.pelasgias@kep.gov.gr","",22.84856669300046,38.95666541500049
