aa,kepCode,kepTitle,area,county,region,address,tk,phoneNumber,fax,email,comments
925,948,ΚΕΠ ΔΗΜΟΥ ΚΑΛΛΙΘΕΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,54500,2310786051,2310786526,d.kallitheas-thessalonikis@kep.gov.gr,
926,949,ΚΕΠ ΔΗΜΟΥ ΚΑΛΛΙΝΔΟΙΩΝ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΖΑΓΚΛΙΒΕΡΙ,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΖΑΓΚΛΙΒΕΡΙ,57012,2393031610,2393031675,d.kallindoion@kep.gov.gr,
927,950,ΚΕΠ ΔΗΜΟΥ ΚΟΡΩΝΕΙΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΟΡΩΝΕΙΑ,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΒΑΣΙΛΟΥΔΙ,57012,2393061123,2393061031,d.koroneias-thessalonikis@kep.gov.gr,
928,951,ΚΕΠ ΔΗΜΟΥ ΛΑΓΚΑΔΑ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΛΑΓΚΑΔΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΦΩΤ. ΒΑΡΒΑΛΙΟΥ 6,57200,2394020250,2394024055,d.lagada@kep.gov.gr,
929,952,ΚΕΠ ΔΗΜΟΥ ΜΑΔΥΤΟΥ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΕΑ ΜΑΔΥΤΟΣ,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΕΑ ΜΑΔΥΤΟΣ -,57014,2397041681,2397041680,d.madytou@kep.gov.gr,
930,953,ΚΕΠ ΔΗΜΟΥ ΜΙΚΡΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΛΑΓΙΑΡΙ ΘΕΣ/ΝΙΚΗΣ,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΛΑΓΙΑΡΙ ΘΕΣ/ΝΙΚΗΣ,57500,2392064400,2392062899,d.mikras@kep.gov.gr,
931,954,ΚΕΠ ΔΗΜΟΥ ΠΥΛΑΙΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΥΛΑΙΑ ΘΕΣ/ΝΙΚΗΣ,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Μ.ΑΛΕΞΑΝΔΡΟΥ 47,55535,2310300899,2310300625,d.pylaias@kep.gov.gr,
932,955,ΚΕΠ ΔΗΜΟΥ ΡΕΝΤΙΝΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΡΕΝΤΙΝΑ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,"ΣΤΑΥΡΟΣ, Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ",57014,2397021061 2397021062 2397021063,2397021064,d.rentinas@kep.gov.gr,
933,956,ΚΕΠ ΔΗΜΟΥ ΣΟΧΟΥ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΣΟΧΟΣ,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Β. ΒΑΣΙΛΙΚΟΥ 3,57002,2395023317,2395023300,d.sohou@kep.gov.gr,
934,957,ΚΕΠ ΔΗΜΟΥ ΧΑΛΑΣΤΡΑΣ Ν. ΘΕΣΣΑΛΟΝΙΚΗΣ,ΧΑΛΑΣΤΡΑ ΘΕΣ/ΝΙΚΗΣ,ΝΟΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΛΑΤΕΙΑ ΔΗΜΑΡΧΕΙΟΥ -,57300,2310794517,2310794518,d.halastras@kep.gov.gr,
935,958,ΚΕΠ ΔΗΜΟΥ ΓΟΥΜΕΝΙΣΣΑΣ Ν. ΚΙΛΚΙΣ,ΓΟΥΜΕΝΙΣΣΑ,ΝΟΜΟΣ ΚΙΛΚΙΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΗΣ 7,61300,2343043601 2343043602,2343043603,d.goumenissas@kep.gov.gr,
936,959,ΚΕΠ ΔΗΜΟΥ ΔΟΙΡΑΝΗΣ Ν.ΚΙΛΚΙΣ,ΔΡΟΣΑΤΟ,ΝΟΜΟΣ ΚΙΛΚΙΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΔΡΟΣΑΤΟ -,61003,2341350509 2341350510,2341350523,d.doiranis@kep.gov.gr,
937,960,ΚΕΠ ΔΗΜΟΥ ΜΟΥΡΙΩΝ Ν.ΚΙΛΚΙΣ,ΣΣ ΜΟΥΡΙΕΣ Ν.ΚΙΛΚΙΣ,ΝΟΜΟΣ ΚΙΛΚΙΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΣ ΜΟΥΡΙΕΣ Ν.ΚΙΛΚΙΣ,61003,2341031804,2341031804,d.mourion@kep.gov.gr,
938,962,ΚΕΠ ΔΗΜΟΥ ΒΕΓΟΡΙΤΙΔΑΣ Ν. ΠΕΛΛΑΣ,ΑΡΝΙΣΣΑ Ν. ΠΕΛΛΑΣ,ΝΟΜΟΣ ΠΕΛΛΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΑΡΝΙΣΣΑ Ν. ΠΕΛΛΑΣ,58002,2381031214,2381052004,d.vegoritidas@kep.gov.gr,
939,963,ΚΕΠ ΔΗΜΟΥ ΚΥΡΡΟΥ Ν. ΠΕΛΛΑΣ,ΔΗΜΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΡΑΒΗΣΣΟΥ,ΝΟΜΟΣ ΠΕΛΛΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΔΗΜΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ ΑΡΑΒΗΣΣΟΥ,58100,2382099616,2382099615,d.kyrrou@kep.gov.gr,
940,964,ΚΕΠ ΔΗΜΟΥ ΑΙΓΙΝΙΟΥ Ν. ΠΙΕΡΙΑΣ,ΑΙΓΙΝΙΟ Ν. ΠΙΕΡΙΑΣ,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΙΚΟΛΑΟΥ ΠΛΑΣΤΗΡΑ 21,60300,2353021052,2353021052,d.aiginiou@kep.gov.gr,
941,965,ΚΕΠ ΔΗΜΟΥ ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ Ν. ΠΙΕΡΙΑΣ,ΠΙΕΡΙΑΣ,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΤΡΟΥ ΛΕΒΕΝΤΗ 17,60063,2352031553,2352032469,d.anatololympou@kep.gov.gr,
942,966,ΚΕΠ ΔΗΜΟΥ ΕΛΑΦΙΝΑΣ Ν. ΠΙΕΡΙΑΣ,ΕΛΑΦΙΝΑΣ Ν. ΠΙΕΡΙΑΣ,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΑΛΑΙΟ ΚΕΡΑΜΙΔΙ ΕΛΑΦΙΝΑΣ Ν. ΠΙΕΡΙΑΣ,60100,2351092720 2351092721 2351092723,2351092724,d.elafinas@kep.gov.gr,
943,967,ΚΕΠ ΔΗΜΟΥ ΚΟΡΙΝΟΥ Ν. ΠΙΕΡΙΑΣ,ΚΟΡΙΝΟΣ,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΒΑΣΙΛΕΩΣ ΚΩΝΣΤΑΝΤΙΝΟΥ 35,60062,2351042602 2351042603 2351042604 2351042605,2351042606,d.korinou@kep.gov.gr,
944,968,ΚΕΠ ΔΗΜΟΥ ΛΙΤΟΧΩΡΟΥ Ν. ΠΙΕΡΙΑΣ,ΛΙΤΟΧΩΡΟ Ν. ΠΙΕΡΙΑΣ,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΛΙΤΟΧΩΡΟ Ν. ΠΙΕΡΙΑΣ -,60200,2352084003 - 2352350135,2352084008,d.litohorou@kep.gov.gr,
945,969,ΚΕΠ ΔΗΜΟΥ ΠΥΔΝΑΣ Ν. ΠΙΕΡΙΑΣ,ΚΙΤΡΟΣ ΠΥΔΝΑΣ,ΝΟΜΟΣ ΠΙΕΡΙΑΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΤΡΟΣ ΠΥΔΝΑΣ,60064,2351072240,2351072241,d.pydnas@kep.gov.gr,
946,970,ΚΕΠ ΔΗΜΟΥ ΑΜΦΙΠΟΛΗΣ Ν. ΣΕΡΡΩΝ,ΠΑΛΑΙΟΚΩΜΗ ΣΕΡΡΩΝ,ΝΟΜΟΣ ΣΕΡΡΩΝ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΑΛΑΙΟΚΩΜΗ ΣΕΡΡΩΝ -,62041,2324094800,2324094801,d.amfipolis@kep.gov.gr,
947,971,ΚΕΠ ΔΗΜΟΥ ΑΧΙΝΟΥ Ν. ΣΕΡΡΩΝ,ΑΧΙΝΟΥ Ν. ΣΕΡΡΩΝ,ΝΟΜΟΣ ΣΕΡΡΩΝ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΛΕΥΚΟΤΟΠΟΣ Ν. ΣΕΡΡΩΝ,62200,2322051391,2322020451,d.ahinou@kep.gov.gr,
948,972,ΚΕΠ ΔΗΜΟΥ ΗΡΑΚΛΕΙΑΣ Ν. ΣΕΡΡΩΝ,ΗΡΑΚΛΕΙΑ Ν. ΣΕΡΡΩΝ,ΝΟΜΟΣ ΣΕΡΡΩΝ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,25ΗΣ ΣΕΠΤΕΜΒΡΙΟΥ 25,62400,2325028262,2325028261,d.irakleias-serron@kep.gov.gr,
949,973,ΚΕΠ ΔΗΜΟΥ Κ. ΜΗΤΡΟΥΣΙΟΥ Ν. ΣΕΡΡΩΝ,ΚOIN. ΜΗΤΡΟΥΤΣΙΟΥ,ΝΟΜΟΣ ΣΕΡΡΩΝ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΡΟΒΑΤΑΣ Ν. ΣΕΡΡΩΝ,62100,2321088533,2321088588,d.kmitrousiou@kep.gov.gr,
950,974,ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΑΓΚΙΣΤΡΟΥ Ν. ΣΕΡΡΩΝ,ΑΓΚΙΣΤΡΟ,ΝΟΜΟΣ ΣΕΡΡΩΝ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΑΓΚΙΣΤΡΟ -,62043,2323028540,2323028542,k.agkistrou@kep.gov.gr,
951,975,ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΑΧΛΑΔΟΧΩΡΙΟΥ Ν. ΣΕΡΡΩΝ,ΑΧΛΑΔΟΧΩΡΙ,ΝΟΜΟΣ ΣΕΡΡΩΝ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΑΧΛΑΔΟΧΩΡΙ,62300,2323061017,2323061018,k.ahladohoriou@kep.gov.gr,
952,976,ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΟΡΕΙΝΗΣ Ν. ΣΕΡΡΩΝ,ΚΟΙΝΟΤΗΤΑ ΟΡΕΙΝΗΣ Ν. ΣΕΡΡΩΝ,ΝΟΜΟΣ ΣΕΡΡΩΝ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΙΝΟΤΗΤΑ ΟΡΕΙΝΗΣ Ν. ΣΕΡΡΩΝ,62100,2321065555,2321056541,k.oreinis@kep.gov.gr,
953,977,ΚΕΠ ΔΗΜΟΥ ΚΟΡΜΙΣΤΑΣ Ν. ΣΕΡΡΩΝ,ΝΕΑ ΜΠΑΦΡΑ ΣΕΡΡΩΝ,ΝΟΜΟΣ ΣΕΡΡΩΝ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΕΑ ΜΠΑΦΡΑ ΣΕΡΡΩΝ,62047,2324020808,2324020809,d.kormistas@kep.gov.gr,
954,978,ΚΕΠ ΔΗΜΟΥ ΝΙΓΡΙΤΗΣ Ν. ΣΕΡΡΩΝ,ΝΙΓΡΙΤΑ,ΝΟΜΟΣ ΣΕΡΡΩΝ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ 5 - ΝΙΓΡΙΤΑ 5,62200,2322020231,2322020232,d.nigritis@kep.gov.gr,
955,979,ΚΕΠ ΔΗΜΟΥ ΠΡΩΤΗΣ Ν. ΣΕΡΡΩΝ,ΠΡΩΤΗ Ν. ΣΕΡΡΩΝ,ΝΟΜΟΣ ΣΕΡΡΩΝ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΡΩΤΗ Ν. ΣΕΡΡΩΝ,62047,2324020936,2324020938,d.protis@kep.gov.gr,
956,980,ΚΕΠ ΔΗΜΟΥ ΑΝΘΕΜΟΥΝΤΑ Ν. ΧΑΛΚΙΔΙΚΗΣ,Δ.Δ. ΓΑΛΑΤΙΣΤΑΣ,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Δ.Δ. ΓΑΛΑΤΙΣΤΑΣ,63073,2371032001,2371031106,d.anthemounta@kep.gov.gr,
957,981,ΚΕΠ ΔΗΜΟΥ ΚΑΣΣΑΝΔΡΑΣ Ν. ΧΑΛΚΙΔΙΚΗΣ,ΚΑΣΣΑΝΔΡΕΙΑ Ν. ΧΑΛΚΙΔΙΚΗΣ,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΑΣΣΑΝΔΡΕΙΑ Ν. ΧΑΛΚΙΔΙΚΗΣ,63077,2374020510 2374020511,2374022075,d.kassandras@kep.gov.gr,
958,982,ΚΕΠ ΔΗΜΟΥ ΜΟΥΔΑΝΙΩΝ Ν. ΧΑΛΚΙΔΙΚΗΣ,ΜΟΥΔΑΝΙΑ Ν. ΧΑΛΚΙΔΙΚΗΣ,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,Γ. ΠΑΠΑΝΔΡΕΟΥ 12,63200,2373350100,2373065797,d.moudanion@kep.gov.gr,
959,983,ΚΕΠ ΔΗΜΟΥ ΠΑΝΑΓΙΑΣ Ν. ΧΑΛΚΙΔΙΚΗΣ,ΜΕΓΑΛΗ ΠΑΝΑΓΙΑ Ν. ΧΑΛΚΙΔΙΚΗΣ,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΜΕΓΑΛΗ ΠΑΝΑΓΙΑ Ν. ΧΑΛΚΙΔΙΚΗΣ,63076,2372032106,2372032025,d.panagias@kep.gov.gr,
960,984,ΚΕΠ ΔΗΜΟΥ ΣΙΘΩΝΙΑΣ Ν. ΧΑΛΚΙΔΙΚΗΣ,ΝΙΚΗΤΗ ΧΑΛΚΙΔΙΚΗΣ,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΝΙΚΗΤΗ -,63088,2375020244 2375020245,2375020247,d.sithonias@kep.gov.gr,
961,985,ΚΕΠ ΔΗΜΟΥ ΣΤΑΓΙΡΩΝ-ΑΚΑΝΘΟΥ Ν. ΧΑΛΚΙΔΙΚΗΣ,ΙΕΡΙΣΣΟΣ Ν. ΧΑΛΚΙΔΙΚΗΣ,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΙΕΡΙΣΣΟΣ Ν. ΧΑΛΚΙΔΙΚΗΣ,63075,2377021117 2377021118,2377041044,d.stageirou@kep.gov.gr,
962,986,ΚΕΠ ΔΗΜΟΥ ΤΟΡΩΝΗΣ Ν. ΧΑΛΚΙΔΙΚΗΣ,ΣΥΚΙΑ,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΥΚΙΑ,63072,2375041100,,d.toronis@kep.gov.gr,
963,987,ΚΕΠ ΔΗΜΟΥ ΤΡΙΓΛΙΑΣ Ν. ΧΑΛΚΙΔΙΚΗΣ,ΤΡΙΓΛΙΑ ΧΑΛΚΙΔΙΚΗΣ,ΝΟΜΟΣ ΧΑΛΚΙΔΙΚΗΣ,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΤΡΙΓΛΙΑ ΧΑΛΚΙΔΙΚΗΣ -,63079,2373052375,2373052362,d.triglias@kep.gov.gr,
964,988,ΚΕΠ ΔΗΜΟΥ ΤΥΛΙΣΣΟΥ Ν. ΗΡΑΚΛΕΙΟΥ,ΤΥΛΙΣΣΟΣ,ΝΟΜΟΣ ΗΡΑΚΛΕΙΟΥ,ΚΡΗΤΗΣ,ΤΥΛΙΣΣΟΣ -,71500,2810831220,-,d.tylisou@kep.gov.gr,
965,989,ΚΕΠ ΔΗΜΟΥ ΜΑΚΡΥ ΓΙΑΛΟΥ Ν. ΛΑΣΙΘΙΟΥ,ΜΑΚΡΥΓΙΑΛΟΣ Ν.ΛΑΣΙΘΙΟΥ,ΝΟΜΟΣ ΛΑΣΙΘΙΟΥ,ΚΡΗΤΗΣ,"ΚΟΥΤΣΟΥΡΑΣ, ΣΤΑΥΡΟΧΩΡΙ",72055,2843051996,2843051349,d.makrigialou@kep.gov.gr,
966,990,ΚΕΠ ΔΗΜΟΥ ΑΝΩΓΕΙΩΝ Ν. ΡΕΘΥΜΝΗΣ,ΑΝΩΓΕΙΑ ΡΕΘΥΜΝΟΥ,ΝΟΜΟΣ ΡΕΘΥΜΝΗΣ,ΚΡΗΤΗΣ,ΑΝΩΓΕΙΑ ΡΕΘΥΜΝΟΥ -,74051,2834020320,2834020300,d.anogeiou@kep.gov.gr,
967,991,ΚΕΠ ΔΗΜΟΥ ΒΑΜΟΥ Ν. ΧΑΝΙΩΝ,ΒΑΜΟΣ,ΝΟΜΟΣ ΧΑΝΙΩΝ,ΚΡΗΤΗΣ,ΒΑΜΟΣ,73008,2825083235 2825083236 2825083237,2825022266,d.vamou@kep.gov.gr,
968,992,ΚΕΠ ΔΗΜΟΥ ΒΟΥΚΟΛΙΩΝ Ν. ΧΑΝΙΩΝ,ΒΟΥΚΟΛΙΕΣ Ν. ΧΑΝΙΩΝ,ΝΟΜΟΣ ΧΑΝΙΩΝ,ΚΡΗΤΗΣ,ΒΟΥΚΟΛΙΕΣ Ν. ΧΑΝΙΩΝ,73002,2824083125,2824083124,d.voukolion@kep.gov.gr,
969,993,ΚΕΠ ΔΗΜΟΥ ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ Ν. ΧΑΝΙΩΝ,ΝΕΡΟΚΟΥΡΟΥ,ΝΟΜΟΣ ΧΑΝΙΩΝ,ΚΡΗΤΗΣ,ΧΡΥΣΟΠΗΓΗΣ 76,73100,2821076865 2821095528,2821076865,d.elefvenizelou@kep.gov.gr,
970,994,ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΑΣΗ ΓΩΝΙΑΣ Ν. ΧΑΝΙΩΝ,ΕΠΙΣΚΟΠΗ ΡΕΘΥΜΝΗΣ,ΝΟΜΟΣ ΧΑΝΙΩΝ,ΚΡΗΤΗΣ,ΚΟΙΝΟΤΗΤΑ ΑΣΗ ΓΩΝΙΑΣ,74055,2831082220,2831082222,k.asigonias@kep.gov.gr,
971,995,ΚΕΠ ΚΟΙΝΟΤΗΤΑΣ ΓΑΥΔΟΥ Ν. ΧΑΝΙΩΝ,ΠΑΛΑΙΟΧΩΡΑ ΚΡΗΤΗΣ,ΝΟΜΟΣ ΧΑΝΙΩΝ,ΚΡΗΤΗΣ,ΚΟΙΝΟΤΗΤΑ ΓΑΥΔΟΥ -,73001,2823083024 2823041270,2823041376,k.gavdou@kep.gov.gr,
972,997,ΚΕΠ ΔΗΜΟΥ ΠΛΑΤΑΝΙΑ Ν. ΧΑΝΙΩΝ,ΠΛΑΤΑΝΙΑΣ - ΓΕΡΑΝΙ,ΝΟΜΟΣ ΧΑΝΙΩΝ,ΚΡΗΤΗΣ,ΠΛΑΤΑΝΙΑΣ - ΓΕΡΑΝΙ -,73014,2821083951 2821083952 2821083953 2821083954,2821083950,d.platania@kep.gov.gr,
973,998,ΚΕΠ ΔΗΜΟΥ ΣΦΑΚΙΩΝ,Π,ΝΟΜΟΣ ΧΑΝΙΩΝ,ΚΡΗΤΗΣ,ΧΩΡΑ ΣΦΑΚΙΩΝ ΙΜΠΡΟΣ ΣΦΑΚΙΩΝ,73011,2825095490,,d.sfakion@kep.gov.gr,
974,999,ΚΕΠ ΔΗΜΟΥ ΛΥΡΚΕΙΑΣ Ν. ΑΡΓΟΛΙΔΑΣ,ΛΥΡΚΕΙΑ Ν. ΑΡΓΟΛΙΔΑΣ,ΝΟΜΟΣ ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΥΡΚΕΙΑ Ν. ΑΡΓΟΛΙΔΑΣ,21200,2751071700 2751071701,2751071702,d.lyrkeias@kep.gov.gr,
975,1000,ΚΕΠ ΔΗΜΟΥ ΚΟΝΤΟΒΑΖΑΙΝΗΣ Ν. ΑΡΚΑΔΙΑΣ,ΚΟΝΤΟΒΑΖΑΙΝΗΣ Ν. ΑΡΚΑΔΙΑΣ,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,,22015,2797023800,2797023798,d.kontovazainis@kep.gov.gr,
976,1001,ΚΕΠ ΔΗΜΟΥ ΛΑΓΚΑΔΙΩΝ Ν. ΑΡΚΑΔΙΑΣ,ΛΑΓΚΑΔΙΑ ΑΡΚΑΔΙΑΣ,ΝΟΜΟΣ ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΓΚΑΔΙΑ ΑΡΚΑΔΙΑΣ,22003,2795029401,2795029404,d.lagadion@kep.gov.gr,
977,1003,ΚΕΠ ΔΗΜΟΥ ΠΥΛΟΥ Ν. ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΣ,ΝΟΜΟΣ ΜΕΣΣΗΝΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΛΑΤΕΙΑ ΝΕΣΤΟΡΟΣ -,24001,2723028301 2723028302 2723028303,2723028300,d.pylou@kep.gov.gr,
978,1004,ΚΕΠ ΔΗΜΟΥ ΘΗΒΑΙΩΝ Ν. ΒΟΙΩΤΙΑΣ,ΘΗΒΑ,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΠΕΛΟΠΙΔΟΥ 41,32200,2262089632 2262089629 2262089714,2262089715,d.thiveon@kep.gov.gr,
979,1005,ΚΕΠ ΔΗΜΟΥ ΘΙΣΒΗΣ Ν. ΒΟΙΩΤΙΑΣ,ΔΟΜΒΡΑΙΝΑ ΒΟΙΩΤΙΑΣ,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΔΟΜΒΡΑΙΝΑ ΒΟΙΩΤΙΑΣ,32010,2264022345,2264022326,d.thisvis@kep.gov.gr,
980,1006,ΚΕΠ ΔΗΜΟΥ ΟΙΝΟΦΥΤΩΝ Ν. ΒΟΙΩΤΙΑΣ,ΟΙΝΟΦΥΤΑ Ν. ΒΟΙΩΤΙΑΣ,ΝΟΜΟΣ ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΚΥΠΡΟΥ -,32011,2262056422,2262056421,d.oinofyton@kep.gov.gr,
981,1007,ΚΕΠ ΔΗΜΟΥ ΑΜΑΡΥΝΘΙΩΝ Ν. ΕΥΒΟΙΑΣ,ΑΜΑΡΥΝΘΟΣ ΕΥΒΟΙΑΣ,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,16ΗΣ ΟΚΤΩΒΡΙΟΥ -,34006,2229037817 2229037719,2229037847,d.amaryntion@kep.gov.gr,
982,1008,ΚΕΠ ΔΗΜΟΥ ΔΙΣΤΥΩΝ Ν. ΕΥΒΟΙΑΣ,Δ.Δ. ΚΡΙΕΖΩΝ,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,Δ.Δ. ΚΡΙΕΖΩΝ -,34017,2223052125,2223052129,d.dystion@kep.gov.gr,
983,1009,ΚΕΠ ΔΗΜΟΥ ΙΣΤΙΑΙΑΣ Ν. ΕΥΒΟΙΑΣ,ΙΣΤΙΑΙΑ ΕΥΒΟΙΑΣ,ΝΟΜΟΣ ΕΥΒΟΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΚΤΗΡΙΟ ΔΗΜΑΡΧΕΙΟΥ -,34200,2226069364,2226069365,d.istiaias@kep.gov.gr,
